image_name,target
ISIC_0052060,0.027242499093214672
ISIC_0052349,0.02757458450893561
ISIC_0058510,0.0271617341786623
ISIC_0073313,0.028096864620844524
ISIC_0073502,0.03645651042461395
ISIC_0074618,0.02863575704395771
ISIC_0076801,0.029145815099279087
ISIC_0077586,0.03282336890697479
ISIC_0082004,0.0327383770296971
ISIC_0082785,0.03331484956045946
ISIC_0085332,0.024194008360306423
ISIC_0087243,0.024235521132747333
ISIC_0088167,0.02741627146800359
ISIC_0089356,0.026043996214866638
ISIC_0090283,0.03839931016167005
ISIC_0092481,0.03182670474052429
ISIC_0095455,0.02814513569076856
ISIC_0095790,0.025300769756237667
ISIC_0097719,0.05941858763496081
ISIC_0099348,0.05590958769122759
ISIC_0101040,0.028956323862075806
ISIC_0101383,0.02598395881553491
ISIC_0105104,0.13016935189565024
ISIC_0108196,0.023656678075591724
ISIC_0112420,0.5065897007783254
ISIC_0114232,0.025024613365530968
ISIC_0115798,0.03128582239151001
ISIC_0116844,0.027284353350599606
ISIC_0126432,0.027598006029923756
ISIC_0131485,0.026011209314068157
ISIC_0131912,0.026672711595892906
ISIC_0131978,0.025873752310872078
ISIC_0139322,0.028724014138182003
ISIC_0142066,0.03566392076512178
ISIC_0143109,0.02974234086771806
ISIC_0148210,0.03729506333669027
ISIC_0148937,0.03055848926305771
ISIC_0150213,0.02653336028258006
ISIC_0152553,0.02573828585445881
ISIC_0153127,0.03213059281309446
ISIC_0154289,0.03003530204296112
ISIC_0155813,0.06960644821325938
ISIC_0155983,0.24234643081823984
ISIC_0157088,0.031336026887098946
ISIC_0158761,0.026900929709275562
ISIC_0161963,0.03880040099223455
ISIC_0165178,0.03999953716993332
ISIC_0165230,0.03325330838561058
ISIC_0165615,0.026227058842778206
ISIC_0165617,0.027598234514395397
ISIC_0165674,0.028196615477403004
ISIC_0165928,0.03231422106424967
ISIC_0166561,0.027597903584440548
ISIC_0168125,0.026342354093988735
ISIC_0169378,0.03589038861294588
ISIC_0169575,0.02734825263420741
ISIC_0169906,0.1791264514128367
ISIC_0171865,0.09150805324316025
ISIC_0172678,0.02666094775001208
ISIC_0174800,0.03035815122226874
ISIC_0175014,0.03348539210855961
ISIC_0175798,0.04992912275095781
ISIC_0176152,0.0432299996415774
ISIC_0177083,0.034916128342350326
ISIC_0178235,0.3113115628560384
ISIC_0178258,0.030785967285434406
ISIC_0178428,0.05828320235013962
ISIC_0178741,0.043638795614242554
ISIC_0180057,0.033054343735178314
ISIC_0182213,0.1675372173388799
ISIC_0183334,0.025957632188995678
ISIC_0183449,0.20927475889523825
ISIC_0183658,0.0269258717695872
ISIC_0183771,0.03296868378917376
ISIC_0186715,0.06141743063926697
ISIC_0187786,0.024914211904009182
ISIC_0188485,0.02858490434785684
ISIC_0191895,0.06307339047392209
ISIC_0192184,0.03482062369585037
ISIC_0192807,0.028140367940068245
ISIC_0193289,0.09643460189302762
ISIC_0194115,0.03166046862800916
ISIC_0195744,0.026553801571329434
ISIC_0195995,0.028101084753870964
ISIC_0196159,0.049777635683616005
ISIC_0196622,0.025216760734717052
ISIC_0196807,0.03875534112254778
ISIC_0197182,0.025589412699143093
ISIC_0197440,0.04962848871946335
ISIC_0197860,0.06997736543416977
ISIC_0198376,0.02712596332033475
ISIC_0198622,0.029382624973853428
ISIC_0199195,0.026464988167087238
ISIC_0199718,0.027402892087896664
ISIC_0199780,0.027281619608402252
ISIC_0200120,0.3554077198108037
ISIC_0204399,0.02749122679233551
ISIC_0204875,0.0275650005787611
ISIC_0205627,0.026633641372124355
ISIC_0206261,0.0313602884610494
ISIC_0206934,0.08237658192714055
ISIC_0207197,0.05202978290617466
ISIC_0208233,0.1023235097527504
ISIC_0209640,0.026871742059787113
ISIC_0210915,0.028356946383913357
ISIC_0212435,0.026858530317743618
ISIC_0212468,0.027751473089059193
ISIC_0213848,0.02301825520892938
ISIC_0216203,0.030511492242415745
ISIC_0216447,0.24391624331474304
ISIC_0220438,0.08325669666131337
ISIC_0220466,0.037110532323519387
ISIC_0223354,0.024824416264891624
ISIC_0223463,0.045557621866464615
ISIC_0223760,0.028861892720063526
ISIC_0224309,0.029393446321288746
ISIC_0225471,0.027840809896588326
ISIC_0225894,0.027259649708867073
ISIC_0226234,0.028881194069981575
ISIC_0227767,0.025533648828665417
ISIC_0228452,0.033286805575092636
ISIC_0229266,0.03040746661523978
ISIC_0230247,0.028823255250851314
ISIC_0230499,0.03795941174030304
ISIC_0231539,0.04063504561781883
ISIC_0231788,0.026535453274846077
ISIC_0232763,0.042753191043933235
ISIC_0235107,0.01983735089500745
ISIC_0235501,0.06162096063296
ISIC_0235505,0.042473034312327705
ISIC_0235542,0.02532770795126756
ISIC_0238185,0.026908192162712414
ISIC_0238872,0.054355423897504807
ISIC_0239635,0.02850910338262717
ISIC_0240839,0.025045790399114292
ISIC_0241566,0.11384188383817673
ISIC_0243686,0.03218708125253519
ISIC_0243937,0.03112587332725525
ISIC_0244266,0.03154600722094377
ISIC_0244465,0.03183364123106003
ISIC_0244617,0.03735563779870669
ISIC_0244885,0.02578923727075259
ISIC_0245273,0.06421948472658794
ISIC_0246008,0.027309365570545197
ISIC_0246211,0.025875720505913097
ISIC_0248702,0.026362784827748936
ISIC_0251455,0.04519833127657572
ISIC_0251656,0.02708430091540019
ISIC_0252811,0.029709933325648308
ISIC_0254594,0.023604214812318485
ISIC_0255112,0.02558087557554245
ISIC_0256267,0.03216748870909214
ISIC_0258149,0.03054896245400111
ISIC_0258489,0.028416896238923073
ISIC_0258717,0.03226001436511675
ISIC_0259209,0.19764021535714468
ISIC_0259237,0.029148122295737267
ISIC_0261866,0.0334028551975886
ISIC_0261904,0.02626877340177695
ISIC_0261907,0.027859998866915703
ISIC_0262392,0.029453397418061893
ISIC_0262492,0.030581161379814148
ISIC_0263920,0.02401856395105521
ISIC_0265011,0.028659628704190254
ISIC_0267082,0.029322370886802673
ISIC_0268025,0.02539672578374545
ISIC_0268451,0.03168481277922789
ISIC_0269476,0.028397652010122936
ISIC_0270022,0.027764232208331425
ISIC_0270367,0.033242148657639824
ISIC_0271223,0.024595536291599274
ISIC_0272190,0.02722654491662979
ISIC_0273533,0.028751422961552937
ISIC_0274458,0.030451626827319462
ISIC_0274698,0.037310448164741196
ISIC_0274789,0.3860961894194285
ISIC_0276718,0.03595208749175072
ISIC_0280382,0.028079917654395103
ISIC_0280752,0.02589704530934493
ISIC_0280782,0.06987995405991872
ISIC_0280827,0.02946851837138335
ISIC_0281227,0.02801363728940487
ISIC_0282269,0.026059328267971676
ISIC_0282486,0.030226430545250576
ISIC_0282737,0.025811449935038883
ISIC_0284147,0.027856649830937386
ISIC_0284441,0.031054731458425522
ISIC_0284485,0.030221160501241684
ISIC_0285491,0.0361427782724301
ISIC_0285697,0.04485571260253588
ISIC_0286688,0.025761539116501808
ISIC_0287132,0.02423060933748881
ISIC_0287325,0.38136523962020874
ISIC_0288225,0.026919279247522354
ISIC_0290187,0.02763822115957737
ISIC_0291705,0.027047049254179
ISIC_0292996,0.0290468813230594
ISIC_0294150,0.15476617713769278
ISIC_0296540,0.024575419103105862
ISIC_0297539,0.029355885460972786
ISIC_0297702,0.029511406396826107
ISIC_0298417,0.04278014600276947
ISIC_0299870,0.13571088016033173
ISIC_0300002,0.027037930985291798
ISIC_0301547,0.062277512003978096
ISIC_0301769,0.026150410374005634
ISIC_0304467,0.025869663804769516
ISIC_0304666,0.02441614307463169
ISIC_0304667,0.029554917166630428
ISIC_0306094,0.025746740400791168
ISIC_0307004,0.11517344415187836
ISIC_0307411,0.027017047628760338
ISIC_0309192,0.04394329090913137
ISIC_0309503,0.043358451376358666
ISIC_0310320,0.0636081409951051
ISIC_0311235,0.15870018179217973
ISIC_0311814,0.02822091430425644
ISIC_0312717,0.027477760488788288
ISIC_0313675,0.026248272508382797
ISIC_0317285,0.026888974010944366
ISIC_0318934,0.024883578221003216
ISIC_0319131,0.026933048541347187
ISIC_0319990,0.042253900319337845
ISIC_0320662,0.026266023516654968
ISIC_0321218,0.03736722096800804
ISIC_0321906,0.02473451445500056
ISIC_0321948,0.028360646218061447
ISIC_0322514,0.034768993655840554
ISIC_0327756,0.03597057362397512
ISIC_0328346,0.02658483882745107
ISIC_0328687,0.029709575697779655
ISIC_0328823,0.02848741350074609
ISIC_0329169,0.03032968007028103
ISIC_0329910,0.03524881104628245
ISIC_0330060,0.053532504787047706
ISIC_0330886,0.03333056842287382
ISIC_0332421,0.025867363438010216
ISIC_0332456,0.07202250882983208
ISIC_0334179,0.028330817818641663
ISIC_0335244,0.03156569538017114
ISIC_0335886,0.026788861801226933
ISIC_0336093,0.08071558798352878
ISIC_0338118,0.033554025615255036
ISIC_0338587,0.031355418264865875
ISIC_0339455,0.048465864111979805
ISIC_0340198,0.027035426969329517
ISIC_0340572,0.030859180415670078
ISIC_0341315,0.02586232063670953
ISIC_0343131,0.03575087835391363
ISIC_0343283,0.10542610784371693
ISIC_0346766,0.03221073870857557
ISIC_0347157,0.030186905215183895
ISIC_0348342,0.02788488504787286
ISIC_0350347,0.02594737708568573
ISIC_0350470,0.025144603724280994
ISIC_0351156,0.027969180916746456
ISIC_0351912,0.029586266726255417
ISIC_0352620,0.030072609583536785
ISIC_0353021,0.027175440763433773
ISIC_0355377,0.028658714145421982
ISIC_0358260,0.02783216784397761
ISIC_0358623,0.026821724449594814
ISIC_0359676,0.028754294539491337
ISIC_0359720,0.02633899139861266
ISIC_0361122,0.02911405824124813
ISIC_0366488,0.031025652463237446
ISIC_0367795,0.03087530906001727
ISIC_0367988,0.13549568007389703
ISIC_0368092,0.024697285145521164
ISIC_0368696,0.024486831078926723
ISIC_0369888,0.03014140451947848
ISIC_0370322,0.03551990166306496
ISIC_0371470,0.025543083747227985
ISIC_0371907,0.024227651456991833
ISIC_0372927,0.026529602706432343
ISIC_0372955,0.026886337126294773
ISIC_0372971,0.027925506855050724
ISIC_0373723,0.02507627382874489
ISIC_0375431,0.03149642919500669
ISIC_0377642,0.05005497857928276
ISIC_0378391,0.030831962823867798
ISIC_0378668,0.02654558668533961
ISIC_0379549,0.027236513172586758
ISIC_0380224,0.026353441799680393
ISIC_0381595,0.06824815149108569
ISIC_0382931,0.058989349752664566
ISIC_0383641,0.047569844871759415
ISIC_0383780,0.025928734491268795
ISIC_0385415,0.3093487471342087
ISIC_0385463,0.02995406339565913
ISIC_0385865,0.19840271770954132
ISIC_0388802,0.03422297661503156
ISIC_0389010,0.08006590604782104
ISIC_0389392,0.028547195096810658
ISIC_0389675,0.026247647901376087
ISIC_0390209,0.022377741833527882
ISIC_0391046,0.15702635794878006
ISIC_0391777,0.02682983751098315
ISIC_0392680,0.024992462247610092
ISIC_0392931,0.028981533522407215
ISIC_0393891,0.03209363793333372
ISIC_0394533,0.026795963446299236
ISIC_0394763,0.028748125458757084
ISIC_0394802,0.036160433664917946
ISIC_0395681,0.0254068107654651
ISIC_0395885,0.0295883206029733
ISIC_0398134,0.032891083508729935
ISIC_0400652,0.026840342208743095
ISIC_0401679,0.045775907735029854
ISIC_0403198,0.029193121939897537
ISIC_0406137,0.02835388295352459
ISIC_0407054,0.027356008688608806
ISIC_0407220,0.028354124476512272
ISIC_0408372,0.027023133511344593
ISIC_0408969,0.029290130361914635
ISIC_0409388,0.025681287050247192
ISIC_0410649,0.02926323066155116
ISIC_0411243,0.0249005729953448
ISIC_0414776,0.03293889078001181
ISIC_0416431,0.026958005502820015
ISIC_0416708,0.03448604544003805
ISIC_0418978,0.024544562523563702
ISIC_0419005,0.05550982058048248
ISIC_0421107,0.028461021681626637
ISIC_0424070,0.030324141184488933
ISIC_0426960,0.02471578245361646
ISIC_0427371,0.0255361075202624
ISIC_0429551,0.02671365688244502
ISIC_0431350,0.025770215317606926
ISIC_0431499,0.04413768897453944
ISIC_0431738,0.033375454445679985
ISIC_0432133,0.033976271748542786
ISIC_0432265,0.03289369928340117
ISIC_0432894,0.030329793070753414
ISIC_0433895,0.024461576715111732
ISIC_0434253,0.028439228733380634
ISIC_0434274,0.025230392813682556
ISIC_0434285,0.02668813181420167
ISIC_0434890,0.0316458468635877
ISIC_0434920,0.025832030922174454
ISIC_0435283,0.03557243384420872
ISIC_0435396,0.027271506066123646
ISIC_0436298,0.02953232390185197
ISIC_0436727,0.022113101556897163
ISIC_0436779,0.027484319483240444
ISIC_0436884,0.027135072896877926
ISIC_0437081,0.06077117224534353
ISIC_0437384,0.028357355544964474
ISIC_0437987,0.03490705229341984
ISIC_0438584,0.039201432218154274
ISIC_0439475,0.027395746981104214
ISIC_0441244,0.026833143085241318
ISIC_0442293,0.12306015938520432
ISIC_0442567,0.048526701827843986
ISIC_0445097,0.029436058675249416
ISIC_0446097,0.17285996302962303
ISIC_0446287,0.03045025033255418
ISIC_0446447,0.028933922449747723
ISIC_0448691,0.028088026369611423
ISIC_0450552,0.03569537897904714
ISIC_0451155,0.04971772183974584
ISIC_0451665,0.04656075810392698
ISIC_0452297,0.02883722074329853
ISIC_0453555,0.037414305532972016
ISIC_0454124,0.13393255198995271
ISIC_0454916,0.029805734132726986
ISIC_0456176,0.07408807923396428
ISIC_0456797,0.02553081326186657
ISIC_0457344,0.04561839749415716
ISIC_0457384,0.030331869920094807
ISIC_0457494,0.024141535783807438
ISIC_0457530,0.03768931205073992
ISIC_0457688,0.03023148390154044
ISIC_0459718,0.028060988212625187
ISIC_0460023,0.027970146387815475
ISIC_0460170,0.05690079927444458
ISIC_0460323,0.024927622949083645
ISIC_0461615,0.04134417697787285
ISIC_0462037,0.027871587003270786
ISIC_0462120,0.02393533910314242
ISIC_0462327,0.027414212003350258
ISIC_0462336,0.030531981339057285
ISIC_0462792,0.027990624929467838
ISIC_0463800,0.038870022942622505
ISIC_0464417,0.026881679892539978
ISIC_0465975,0.026610082636276882
ISIC_0467617,0.03012874225775401
ISIC_0468644,0.03247760981321335
ISIC_0469457,0.0382588729262352
ISIC_0470465,0.04532431562741598
ISIC_0470699,0.13162591060002646
ISIC_0473489,0.02496989754339059
ISIC_0474220,0.026617464299003284
ISIC_0476927,0.025532457356651623
ISIC_0477213,0.038075972348451614
ISIC_0477217,0.027101371437311172
ISIC_0477424,0.02666272719701131
ISIC_0477793,0.06233304366469383
ISIC_0477875,0.03613915480673313
ISIC_0477986,0.02530872697631518
ISIC_0479726,0.05351889878511429
ISIC_0479755,0.025113968178629875
ISIC_0480158,0.029768606647849083
ISIC_0481105,0.7130254109700521
ISIC_0482298,0.029728025818864506
ISIC_0482617,0.02666063793003559
ISIC_0485889,0.028880726546049118
ISIC_0486436,0.02746212047835191
ISIC_0487789,0.026194953670104344
ISIC_0488846,0.040702641010284424
ISIC_0490555,0.02580476614336173
ISIC_0492058,0.033103963981072106
ISIC_0493101,0.04716140404343605
ISIC_0493429,0.06022712091604868
ISIC_0493786,0.03197093866765499
ISIC_0495167,0.02927583207686742
ISIC_0495234,0.035479954133431114
ISIC_0495887,0.05430496484041214
ISIC_0495948,0.055701701591412224
ISIC_0497721,0.03675502041975657
ISIC_0498659,0.03740763415892919
ISIC_0500319,0.02875504953165849
ISIC_0500851,0.027095504105091095
ISIC_0501199,0.037906998147567116
ISIC_0501295,0.029554099465409916
ISIC_0502032,0.025748565793037415
ISIC_0502364,0.02768273465335369
ISIC_0504453,0.06801884124676387
ISIC_0504686,0.04972642784317335
ISIC_0504935,0.031139429658651352
